Brand,Benchmark Family,Name,Ticker,Base,Quote,Dissemination,Launch Date,Inception Date,Exchanges,Calculation Window,Factsheet
Kaiko,Single-Asset,Kaiko BICO Reference Rate LDN,KK_RFR_BICOUSD_LDN,BICO,USD,Daily Fixing LDN,"February 27, 2024","March 21, 2022","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BICO Reference Rate NYC,KK_RFR_BICOUSD_NYC,BICO,USD,Daily Fixing NYC,"February 27, 2024","March 21, 2022","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BICO Reference Rate LDN,KK_RFR_BICOUSD_NYCLF,BICO,USD,Daily Fixing LDN,"May 06, 2025","March 21, 2022","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BICO Reference Rate SGP,KK_RFR_BICOUSD_SGP,BICO,USD,Daily Fixing SGP,"February 27, 2024","March 21, 2022","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BIGTIME Reference Rate LDN,KK_RFR_BIGTIMEUSD_LDN,BIGTIME,USD,Daily Fixing LDN,"February 27, 2024","February 27, 2024","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BIGTIME Reference Rate NYC,KK_RFR_BIGTIMEUSD_NYC,BIGTIME,USD,Daily Fixing NYC,"February 27, 2024","February 27, 2024","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BIGTIME Reference Rate LDN,KK_RFR_BIGTIMEUSD_NYCLF,BIGTIME,USD,Daily Fixing LDN,"May 06, 2025","March 18, 2024","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BIGTIME Reference Rate SGP,KK_RFR_BIGTIMEUSD_SGP,BIGTIME,USD,Daily Fixing SGP,"February 27, 2024","February 27, 2024","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BIO Reference Rate ,KK_RFR_BIOUSD,BIO,USD,Real-time (5s),"June 18, 2025","June 18, 2025","Kraken, OkEX",300s,
Kaiko,Single-Asset,Kaiko BIO Reference Rate LDN,KK_RFR_BIOUSD_LDN,BIO,USD,Daily Fixing LDN,"June 18, 2025","June 18, 2025","Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BIO Reference Rate NYC,KK_RFR_BIOUSD_NYC,BIO,USD,Daily Fixing NYC,"June 18, 2025","June 18, 2025","Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BIO Reference Rate SGP,KK_RFR_BIOUSD_SGP,BIO,USD,Daily Fixing SGP,"June 18, 2025","June 18, 2025","Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BIT Reference Rate LDN,KK_RFR_BITUSD_LDN,BIT,USD,Daily Fixing LDN,"February 27, 2024","December 20, 2021",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BIT Reference Rate NYC,KK_RFR_BITUSD_NYC,BIT,USD,Daily Fixing NYC,"February 27, 2024","December 20, 2021",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BIT Reference Rate LDN,KK_RFR_BITUSD_NYCLF,BIT,USD,Daily Fixing LDN,"May 06, 2025","December 20, 2021",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BLAST Reference Rate LDN,KK_RFR_BLASTUSD_LDN,BLAST,USD,Daily Fixing LDN,"September 23, 2024","September 23, 2024",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko BLAST Reference Rate NYC,KK_RFR_BLASTUSD_NYC,BLAST,USD,Daily Fixing NYC,"September 23, 2024","September 23, 2024",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko BLAST Reference Rate LDN,KK_RFR_BLASTUSD_NYCLF,BLAST,USD,Daily Fixing LDN,"May 06, 2025","September 23, 2024",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko BLAST Reference Rate SGP,KK_RFR_BLASTUSD_SGP,BLAST,USD,Daily Fixing SGP,"September 23, 2024","September 23, 2024",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko BLUR Reference Rate LDN,KK_RFR_BLURUSD_LDN,BLUR,USD,Daily Fixing LDN,"February 27, 2024","March 20, 2023","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BLUR Reference Rate LDN,KK_RFR_BLURUSD_LDNLF,BLUR,USD,Daily Fixing LDN,"January 08, 2025","March 20, 2023","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BLUR Reference Rate NYC,KK_RFR_BLURUSD_NYC,BLUR,USD,Daily Fixing NYC,"February 27, 2024","March 20, 2023","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BLUR Reference Rate LDN,KK_RFR_BLURUSD_NYCLF,BLUR,USD,Daily Fixing LDN,"May 06, 2025","March 20, 2023","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BLUR Reference Rate SGP,KK_RFR_BLURUSD_SGP,BLUR,USD,Daily Fixing SGP,"February 27, 2024","March 20, 2023","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BLZ Reference Rate LDN,KK_RFR_BLZUSD_LDN,BLZ,USD,Daily Fixing LDN,"February 27, 2024","March 21, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BLZ Reference Rate NYC,KK_RFR_BLZUSD_NYC,BLZ,USD,Daily Fixing NYC,"February 27, 2024","March 21, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BLZ Reference Rate LDN,KK_RFR_BLZUSD_NYCLF,BLZ,USD,Daily Fixing LDN,"May 06, 2025","March 21, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BLZ Reference Rate SGP,KK_RFR_BLZUSD_SGP,BLZ,USD,Daily Fixing SGP,"February 27, 2024","March 21, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BMT Reference Rate LDN,KK_RFR_BMTUSD_LDN,BMT,USD,Daily Fixing LDN,"June 18, 2025","June 18, 2025","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BMT Reference Rate NYC,KK_RFR_BMTUSD_NYC,BMT,USD,Daily Fixing NYC,"June 18, 2025","June 18, 2025","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BMT Reference Rate SGP,KK_RFR_BMTUSD_SGP,BMT,USD,Daily Fixing SGP,"June 18, 2025","June 18, 2025","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BNB Reference Rate ,KK_RFR_BNBUSD,BNB,USD,Real-time (5s),"September 20, 2022","December 23, 2019","BinanceUS, Kraken, OkEX",300s,
Kaiko,Single-Asset,Kaiko BNB Reference Rate LDN,KK_RFR_BNBUSD_LDN,BNB,USD,Daily Fixing LDN,"September 20, 2022","December 23, 2019","BinanceUS, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BNB Reference Rate LDN,KK_RFR_BNBUSD_LDNLF,BNB,USD,Daily Fixing LDN,"January 08, 2025","December 23, 2019","BinanceUS, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BNB Reference Rate NYC,KK_RFR_BNBUSD_NYC,BNB,USD,Daily Fixing NYC,"September 20, 2022","December 23, 2019","BinanceUS, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BNB Reference Rate LDN,KK_RFR_BNBUSD_NYCLF,BNB,USD,Daily Fixing LDN,"May 06, 2025","December 23, 2019","BinanceUS, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BNB Reference Rate SGP,KK_RFR_BNBUSD_SGP,BNB,USD,Daily Fixing SGP,"September 20, 2022","December 23, 2019","BinanceUS, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BNT Reference Rate LDN,KK_RFR_BNTUSD_LDN,BNT,USD,Daily Fixing LDN,"February 27, 2024","September 17, 2018","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BNT Reference Rate NYC,KK_RFR_BNTUSD_NYC,BNT,USD,Daily Fixing NYC,"February 27, 2024","September 17, 2018","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BNT Reference Rate LDN,KK_RFR_BNTUSD_NYCLF,BNT,USD,Daily Fixing LDN,"May 06, 2025","September 17, 2018","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BNT Reference Rate SGP,KK_RFR_BNTUSD_SGP,BNT,USD,Daily Fixing SGP,"February 27, 2024","September 17, 2018","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BOBA Reference Rate LDN,KK_RFR_BOBAUSD_LDN,BOBA,USD,Daily Fixing LDN,"February 27, 2024","December 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BOBA Reference Rate NYC,KK_RFR_BOBAUSD_NYC,BOBA,USD,Daily Fixing NYC,"February 27, 2024","December 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BOBA Reference Rate LDN,KK_RFR_BOBAUSD_NYCLF,BOBA,USD,Daily Fixing LDN,"May 06, 2025","December 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BOBA Reference Rate SGP,KK_RFR_BOBAUSD_SGP,BOBA,USD,Daily Fixing SGP,"February 27, 2024","December 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BODEN Reference Rate LDN,KK_RFR_BODENUSD_LDN,BODEN,USD,Daily Fixing LDN,"September 23, 2024","September 23, 2024",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BODEN Reference Rate NYC,KK_RFR_BODENUSD_NYC,BODEN,USD,Daily Fixing NYC,"September 23, 2024","September 23, 2024",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BODEN Reference Rate LDN,KK_RFR_BODENUSD_NYCLF,BODEN,USD,Daily Fixing LDN,"May 06, 2025","September 23, 2024",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BODEN Reference Rate SGP,KK_RFR_BODENUSD_SGP,BODEN,USD,Daily Fixing SGP,"September 23, 2024","September 23, 2024",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BOME Reference Rate LDN,KK_RFR_BOMEUSD_LDN,BOME,USD,Daily Fixing LDN,"June 24, 2024","June 24, 2024","Crypto.com, Gemini, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BOME Reference Rate LDN,KK_RFR_BOMEUSD_LDNLF,BOME,USD,Daily Fixing LDN,"January 08, 2025","June 24, 2024","Crypto.com, Gemini, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BOME Reference Rate NYC,KK_RFR_BOMEUSD_NYC,BOME,USD,Daily Fixing NYC,"June 24, 2024","June 24, 2024","Crypto.com, Gemini, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BOME Reference Rate LDN,KK_RFR_BOMEUSD_NYCLF,BOME,USD,Daily Fixing LDN,"May 06, 2025","June 24, 2024","Crypto.com, Gemini, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BOME Reference Rate SGP,KK_RFR_BOMEUSD_SGP,BOME,USD,Daily Fixing SGP,"June 24, 2024","June 24, 2024","Crypto.com, Gemini, OkEX",3600s,
Kaiko,Single-Asset,Kaiko BOND Reference Rate LDN,KK_RFR_BONDUSD_LDN,BOND,USD,Daily Fixing LDN,"February 27, 2024","June 21, 2021","CEX.IO, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BOND Reference Rate NYC,KK_RFR_BONDUSD_NYC,BOND,USD,Daily Fixing NYC,"February 27, 2024","June 21, 2021","CEX.IO, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BOND Reference Rate LDN,KK_RFR_BONDUSD_NYCLF,BOND,USD,Daily Fixing LDN,"May 06, 2025","June 21, 2021","CEX.IO, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BOND Reference Rate SGP,KK_RFR_BONDUSD_SGP,BOND,USD,Daily Fixing SGP,"February 27, 2024","June 21, 2021","CEX.IO, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BONK Reference Rate ,KK_RFR_BONKUSD,BONK,USD,Real-time (5s),"June 24, 2024","March 18, 2024","Bitso, Crypto.com, EDX Markets, Gemini, Kraken",300s,
Kaiko,Single-Asset,Kaiko BONK Reference Rate LDN,KK_RFR_BONKUSD_LDN,BONK,USD,Daily Fixing LDN,"June 24, 2024","March 18, 2024","Bitso, Crypto.com, EDX Markets, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BONK Reference Rate LDN,KK_RFR_BONKUSD_LDNLF,BONK,USD,Daily Fixing LDN,"January 08, 2025","March 18, 2024","Bitso, Crypto.com, EDX Markets, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BONK Reference Rate NYC,KK_RFR_BONKUSD_NYC,BONK,USD,Daily Fixing NYC,"June 24, 2024","March 18, 2024","Bitso, Crypto.com, EDX Markets, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BONK Reference Rate LDN,KK_RFR_BONKUSD_NYCLF,BONK,USD,Daily Fixing LDN,"May 06, 2025","March 18, 2024","Bitso, Crypto.com, EDX Markets, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BONK Reference Rate SGP,KK_RFR_BONKUSD_SGP,BONK,USD,Daily Fixing SGP,"June 24, 2024","March 18, 2024","Bitso, Crypto.com, EDX Markets, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BOSON Reference Rate LDN,KK_RFR_BOSONUSD_LDN,BOSON,USD,Daily Fixing LDN,"February 27, 2024","June 21, 2021",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko BOSON Reference Rate NYC,KK_RFR_BOSONUSD_NYC,BOSON,USD,Daily Fixing NYC,"February 27, 2024","June 21, 2021",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko BOSON Reference Rate LDN,KK_RFR_BOSONUSD_NYCLF,BOSON,USD,Daily Fixing LDN,"May 06, 2025","June 21, 2021",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko BOSON Reference Rate SGP,KK_RFR_BOSONUSD_SGP,BOSON,USD,Daily Fixing SGP,"February 27, 2024","June 21, 2021",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko BRICK Reference Rate LDN,KK_RFR_BRICKUSD_LDN,BRICK,USD,Daily Fixing LDN,"February 27, 2024","September 18, 2023",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BRICK Reference Rate NYC,KK_RFR_BRICKUSD_NYC,BRICK,USD,Daily Fixing NYC,"February 27, 2024","September 18, 2023",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BRICK Reference Rate SGP,KK_RFR_BRICKUSD_SGP,BRICK,USD,Daily Fixing SGP,"February 27, 2024","September 18, 2023",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BSX Reference Rate LDN,KK_RFR_BSXUSD_LDN,BSX,USD,Daily Fixing LDN,"February 27, 2024","September 19, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BSX Reference Rate NYC,KK_RFR_BSXUSD_NYC,BSX,USD,Daily Fixing NYC,"February 27, 2024","September 19, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BSX Reference Rate LDN,KK_RFR_BSXUSD_NYCLF,BSX,USD,Daily Fixing LDN,"May 06, 2025","September 19, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BSX Reference Rate SGP,KK_RFR_BSXUSD_SGP,BSX,USD,Daily Fixing SGP,"February 27, 2024","September 19, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko BTC Reference Rate ,KK_RFR_BTCUSD,BTC,USD,Real-time (5s),"July 17, 2024","September 20, 2010","Crypto.com, Gemini, Kraken, LMAX, Bitstamp",300s,
Kaiko,Single-Asset,Kaiko BTC Reference Rate ,KK_RFR_BTCUSD_15LDNLF,BTC,USD,Daily Fixing Custom,"July 30, 2025","July 30, 2025","Crypto.com, Gemini, Kraken, LMAX, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko BTC Reference Rate ,KK_RFR_BTCUSD_1S,BTC,USD,Real-time (1s),"April 21, 2023","September 20, 2010","Crypto.com, Gemini, Kraken, LMAX, Bitstamp",300s,
Kaiko,Single-Asset,Kaiko BTC Reference Rate ,KK_RFR_BTCUSD_7UTC,BTC,USD,Daily Fixing Custom,"July 18, 2025","September 20, 2010","Crypto.com, Gemini, Kraken, LMAX, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko BTC Reference Rate LDN,KK_RFR_BTCUSD_LDN,BTC,USD,Daily Fixing LDN,"September 20, 2022","September 20, 2010","Crypto.com, Gemini, Kraken, LMAX, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko BTC Reference Rate LDN,KK_RFR_BTCUSD_LDNLF,BTC,USD,Daily Fixing LDN,"January 08, 2025","September 20, 2010","Crypto.com, Gemini, Kraken, LMAX, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko BTC Reference Rate NYC,KK_RFR_BTCUSD_NYC,BTC,USD,Daily Fixing NYC,"September 20, 2022","September 20, 2010","Crypto.com, Gemini, Kraken, LMAX, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko BTC Reference Rate LDN,KK_RFR_BTCUSD_NYCLF,BTC,USD,Daily Fixing LDN,"May 06, 2025","September 20, 2010","Crypto.com, Gemini, Kraken, LMAX, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko BTC Reference Rate SGP,KK_RFR_BTCUSD_SGP,BTC,USD,Daily Fixing SGP,"September 20, 2022","September 20, 2010","Bitfinex, Crypto.com, Kraken, LMAX, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko BTT1M Reference Rate SGP,KK_RFR_BTT1MUSD_SGP,BTT1M,USD,Daily Fixing SGP,"June 18, 2025","June 18, 2025",Bullish,3600s,
Kaiko,Single-Asset,Kaiko BTT Reference Rate LDN,KK_RFR_BTTUSD_LDN,BTT,USD,Daily Fixing LDN,"February 27, 2024","March 18, 2019","Bitfinex, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BTT Reference Rate LDN,KK_RFR_BTTUSD_LDNLF,BTT,USD,Daily Fixing LDN,"January 08, 2025","March 18, 2019","Bitfinex, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BTT Reference Rate NYC,KK_RFR_BTTUSD_NYC,BTT,USD,Daily Fixing NYC,"February 27, 2024","March 18, 2019","Bitfinex, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BTT Reference Rate LDN,KK_RFR_BTTUSD_NYCLF,BTT,USD,Daily Fixing LDN,"May 06, 2025","March 18, 2019","Bitfinex, Kraken",3600s,
Kaiko,Single-Asset,Kaiko BTT Reference Rate SGP,KK_RFR_BTTUSD_SGP,BTT,USD,Daily Fixing SGP,"February 27, 2024","March 18, 2019","Bitfinex, Kraken",3600s,
Kaiko,Single-Asset,Kaiko C98 Reference Rate LDN,KK_RFR_C98USD_LDN,C98,USD,Daily Fixing LDN,"February 27, 2024","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko C98 Reference Rate NYC,KK_RFR_C98USD_NYC,C98,USD,Daily Fixing NYC,"February 27, 2024","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko C98 Reference Rate LDN,KK_RFR_C98USD_NYCLF,C98,USD,Daily Fixing LDN,"May 06, 2025","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko C98 Reference Rate SGP,KK_RFR_C98USD_SGP,C98,USD,Daily Fixing SGP,"February 27, 2024","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko CAKE Reference Rate LDN,KK_RFR_CAKEUSD_LDN,CAKE,USD,Daily Fixing LDN,"February 27, 2024","December 20, 2021",Kraken,3600s,
Kaiko,Single-Asset,Kaiko CAKE Reference Rate LDN,KK_RFR_CAKEUSD_LDNLF,CAKE,USD,Daily Fixing LDN,"January 08, 2025","December 20, 2021",Kraken,3600s,
Kaiko,Single-Asset,Kaiko CAKE Reference Rate NYC,KK_RFR_CAKEUSD_NYC,CAKE,USD,Daily Fixing NYC,"February 27, 2024","December 20, 2021",Kraken,3600s,
Kaiko,Single-Asset,Kaiko CAKE Reference Rate LDN,KK_RFR_CAKEUSD_NYCLF,CAKE,USD,Daily Fixing LDN,"May 06, 2025","December 20, 2021",Kraken,3600s,
Kaiko,Single-Asset,Kaiko CAKE Reference Rate SGP,KK_RFR_CAKEUSD_SGP,CAKE,USD,Daily Fixing SGP,"February 27, 2024","December 20, 2021",Kraken,3600s,
Kaiko,Single-Asset,Kaiko CATI Reference Rate ,KK_RFR_CATIUSD,CATI,USD,Real-time (5s),"December 13, 2024","December 13, 2024","Crypto.com, OkEX",300s,
Kaiko,Single-Asset,Kaiko CATI Reference Rate LDN,KK_RFR_CATIUSD_LDN,CATI,USD,Daily Fixing LDN,"December 13, 2024","December 13, 2024","Crypto.com, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CATI Reference Rate NYC,KK_RFR_CATIUSD_NYC,CATI,USD,Daily Fixing NYC,"December 13, 2024","December 13, 2024","Crypto.com, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CATI Reference Rate LDN,KK_RFR_CATIUSD_NYCLF,CATI,USD,Daily Fixing LDN,"May 06, 2025","December 23, 2024","Crypto.com, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CATI Reference Rate SGP,KK_RFR_CATIUSD_SGP,CATI,USD,Daily Fixing SGP,"December 13, 2024","December 13, 2024","Crypto.com, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CELO Reference Rate LDN,KK_RFR_CELOUSD_LDN,CELO,USD,Daily Fixing LDN,"February 27, 2024","September 21, 2020","Bitfinex, Kraken",3600s,
Kaiko,Single-Asset,Kaiko CELO Reference Rate LDN,KK_RFR_CELOUSD_LDNLF,CELO,USD,Daily Fixing LDN,"January 08, 2025","September 21, 2020","Bitfinex, Kraken",3600s,
Kaiko,Single-Asset,Kaiko CELO Reference Rate NYC,KK_RFR_CELOUSD_NYC,CELO,USD,Daily Fixing NYC,"February 27, 2024","September 21, 2020","Bitfinex, Kraken",3600s,
Kaiko,Single-Asset,Kaiko CELO Reference Rate LDN,KK_RFR_CELOUSD_NYCLF,CELO,USD,Daily Fixing LDN,"May 06, 2025","September 21, 2020","Bitfinex, Kraken",3600s,
Kaiko,Single-Asset,Kaiko CELO Reference Rate SGP,KK_RFR_CELOUSD_SGP,CELO,USD,Daily Fixing SGP,"February 27, 2024","September 21, 2020","Bitfinex, Kraken",3600s,
Kaiko,Single-Asset,Kaiko CELR Reference Rate LDN,KK_RFR_CELRUSD_LDN,CELR,USD,Daily Fixing LDN,"February 27, 2024","June 20, 2022","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CELR Reference Rate NYC,KK_RFR_CELRUSD_NYC,CELR,USD,Daily Fixing NYC,"February 27, 2024","June 20, 2022","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CELR Reference Rate LDN,KK_RFR_CELRUSD_NYCLF,CELR,USD,Daily Fixing LDN,"May 06, 2025","June 20, 2022","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CELR Reference Rate SGP,KK_RFR_CELRUSD_SGP,CELR,USD,Daily Fixing SGP,"February 27, 2024","June 20, 2022","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CFG Reference Rate ,KK_RFR_CFGUSD,CFG,USD,Real-time (5s),"February 27, 2024","June 20, 2022","Kraken, OkEX",300s,
Kaiko,Single-Asset,Kaiko CFG Reference Rate LDN,KK_RFR_CFGUSD_LDN,CFG,USD,Daily Fixing LDN,"February 27, 2024","June 20, 2022","Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CFG Reference Rate NYC,KK_RFR_CFGUSD_NYC,CFG,USD,Daily Fixing NYC,"February 27, 2024","June 20, 2022","Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CFG Reference Rate LDN,KK_RFR_CFGUSD_NYCLF,CFG,USD,Daily Fixing LDN,"May 06, 2025","June 20, 2022","Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CFG Reference Rate SGP,KK_RFR_CFGUSD_SGP,CFG,USD,Daily Fixing SGP,"February 27, 2024","June 20, 2022","Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko CFX Reference Rate LDN,KK_RFR_CFXUSD_LDN,CFX,USD,Daily Fixing LDN,"June 18, 2025","June 18, 2025",OkEX,3600s,
Kaiko,Single-Asset,Kaiko CFX Reference Rate SGP,KK_RFR_CFXUSD_SGP,CFX,USD,Daily Fixing SGP,"June 18, 2025","June 18, 2025",OkEX,3600s,
Kaiko,Single-Asset,Kaiko CHEEMS Reference Rate LDN,KK_RFR_CHEEMSUSD_LDN,CHEEMS,USD,Daily Fixing LDN,"June 18, 2025","June 18, 2025",-,-,
Kaiko,Single-Asset,Kaiko CHEEMS Reference Rate NYC,KK_RFR_CHEEMSUSD_NYC,CHEEMS,USD,Daily Fixing NYC,"June 18, 2025","June 18, 2025",Kraken,3600s,
Kaiko,Single-Asset,Kaiko CHILLGUY Reference Rate LDN,KK_RFR_CHILLGUYUSD_LDN,CHILLGUY,USD,Daily Fixing LDN,"December 13, 2024","December 13, 2024","Crypto.com, Gemini",3600s,
Kaiko,Single-Asset,Kaiko CHILLGUY Reference Rate NYC,KK_RFR_CHILLGUYUSD_NYC,CHILLGUY,USD,Daily Fixing NYC,"December 13, 2024","December 13, 2024","Crypto.com, Gemini",3600s,
Kaiko,Single-Asset,Kaiko CHILLGUY Reference Rate SGP,KK_RFR_CHILLGUYUSD_SGP,CHILLGUY,USD,Daily Fixing SGP,"December 13, 2024","December 13, 2024","Crypto.com, Gemini",3600s,
Kaiko,Single-Asset,Kaiko CHR Reference Rate LDN,KK_RFR_CHRUSD_LDN,CHR,USD,Daily Fixing LDN,"February 27, 2024","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko CHR Reference Rate NYC,KK_RFR_CHRUSD_NYC,CHR,USD,Daily Fixing NYC,"February 27, 2024","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko CHR Reference Rate LDN,KK_RFR_CHRUSD_NYCLF,CHR,USD,Daily Fixing LDN,"May 06, 2025","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko CHR Reference Rate SGP,KK_RFR_CHRUSD_SGP,CHR,USD,Daily Fixing SGP,"February 27, 2024","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko CHZ Reference Rate ,KK_RFR_CHZUSD,CHZ,USD,Real-time (5s),"February 27, 2024","December 23, 2019","Bitfinex, Bitso, Crypto.com, Kraken, Bitstamp",300s,
Kaiko,Single-Asset,Kaiko CHZ Reference Rate LDN,KK_RFR_CHZUSD_LDN,CHZ,USD,Daily Fixing LDN,"February 27, 2024","December 23, 2019","Bitfinex, Bitso, Crypto.com, Kraken, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko CHZ Reference Rate LDN,KK_RFR_CHZUSD_LDNLF,CHZ,USD,Daily Fixing LDN,"January 08, 2025","December 23, 2019","Bitfinex, Bitso, Crypto.com, Kraken, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko CHZ Reference Rate NYC,KK_RFR_CHZUSD_NYC,CHZ,USD,Daily Fixing NYC,"February 27, 2024","December 23, 2019","Bitfinex, Bitso, Crypto.com, Kraken, Bitstamp",3600s,
